"76294","500","TABLET"
"32116","500","TABLET"
"169595","500","TABLET"
"4595","101","OINTMENT"
"222527","101","OINTMENT"
"4595","101","OINTMENT"
"4605","500","TABLET"
"25094","500","TABLET"
"105276","500","TABLET"
"4609","805","CREAM"
"84881","805","CREAM"
"28590","805","CREAM"
"250766","805","CREAM"
"92572","600","CAPSULE"
"4616","805","CREAM"
"84872","805","CREAM"
"32464","805","CREAM"
"28594","805","CREAM"
"198508","805","CREAM"
"78151","500","TABLET"
"31843","500","TABLET"
"28481","500","TABLET"
"4619","101","OINTMENT"
"96117","101","OINTMENT"
"28704","101","OINTMENT"
"222536","101","OINTMENT"
"35110","510","TABLET, EXTENDED RELEASE"
"101537","510","TABLET, EXTENDED RELEASE"
"93613","510","TABLET, EXTENDED RELEASE"
"5890","510","TABLET, EXTENDED RELEASE"
"28556","510","TABLET, EXTENDED RELEASE"
"86569","805","CREAM"
"28645","805","CREAM"
"4624","293","INHALANT"
"87284","293","INHALANT"
"32424","293","INHALANT"
"125974","293","INHALANT"
"28644","293","INHALANT"
"198342","293","INHALANT"
"301645","293","INHALANT"
"28609","293","INHALANT"
"183812","293","INHALANT"
"106150","508","TABLET, SUGAR COATED"
"32035","508","TABLET, SUGAR COATED"
"28493","508","TABLET, SUGAR COATED"
"192476","508","TABLET, SUGAR COATED"
"35161","510","TABLET, EXTENDED RELEASE"
"28740","510","TABLET, EXTENDED RELEASE"
"28578","138","SOLUTION"
"4647","300","LOTION"
"84868","300","LOTION"
"25096","610","CAPSULE, EXTENDED RELEASE"
"28750","610","CAPSULE, EXTENDED RELEASE"
"198494","138","SOLUTION"
"4652","805","CREAM"
"32296","805","CREAM"
"28700","805","CREAM"
"25097","610","CAPSULE, EXTENDED RELEASE"
"35109","510","TABLET, EXTENDED RELEASE"
"33229","510","TABLET, EXTENDED RELEASE"
"4657","307","SYRUP"
"4660","300","LOTION"
"252716","300","LOTION"
"275746","300","LOTION"
"4662","810","FILM, EXTENDED RELEASE"
"105268","810","FILM, EXTENDED RELEASE"
"199478","810","FILM, EXTENDED RELEASE"
"4663","810","FILM, EXTENDED RELEASE"
"81271","810","FILM, EXTENDED RELEASE"
"199479","810","FILM, EXTENDED RELEASE"
"4664","810","FILM, EXTENDED RELEASE"
"199471","810","FILM, EXTENDED RELEASE"
"4665","810","FILM, EXTENDED RELEASE"
"199480","810","FILM, EXTENDED RELEASE"
"4666","810","FILM, EXTENDED RELEASE"
"199481","810","FILM, EXTENDED RELEASE"
"197110","600","CAPSULE"
"33366","500","TABLET"
"28514","500","TABLET"
"178108","500","TABLET"
"28550","600","CAPSULE"
"78756","500","TABLET"
"4688","299","LIQUID"
"78822","299","LIQUID"
"4689","299","LIQUID"
"28519","299","LIQUID"
"4690","501","TABLET, CHEWABLE"
"4692","299","LIQUID"
"28523","299","LIQUID"
"4694","501","TABLET, CHEWABLE"
"4697","299","LIQUID"
"4698","501","TABLET, CHEWABLE"
"4699","299","LIQUID"
"4700","501","TABLET, CHEWABLE"
"4701","501","TABLET, CHEWABLE"
"4702","500","TABLET"
"4705","510","TABLET, EXTENDED RELEASE"
"4706","500","TABLET"
"80530","500","TABLET"
"4707","500","TABLET"
"4708","138","SOLUTION"
"4709","138","SOLUTION"
"106196","500","TABLET"
"154300","500","TABLET"
"106195","500","TABLET"
"154305","500","TABLET"
"95719","502","TABLET, COATED"
"4720","600","CAPSULE"
"106784","500","TABLET"
"96351","500","TABLET"
"101574","500","TABLET"
"33289","500","TABLET"
"131944","500","TABLET"
"81336","500","TABLET"
"93521","500","TABLET"
"78239","500","TABLET"
"101547","500","TABLET"
"152103","500","TABLET"
"4727","503","TABLET, EFFERVESCENT"
"4728","503","TABLET, EFFERVESCENT"
"4729","503","TABLET, EFFERVESCENT"
"4731","503","TABLET, EFFERVESCENT"
"82396","503","TABLET, EFFERVESCENT"
"4732","503","TABLET, EFFERVESCENT"
"4734","510","TABLET, EXTENDED RELEASE"
"4735","503","TABLET, EFFERVESCENT"
"4738","504","TABLET, FILM COATED"
"35125","504","TABLET, FILM COATED"
"93504","504","TABLET, FILM COATED"
"159872","504","TABLET, FILM COATED"
"207227","504","TABLET, FILM COATED"
"4739","504","TABLET, FILM COATED"
"101584","504","TABLET, FILM COATED"
"156566","504","TABLET, FILM COATED"
"4740","500","TABLET"
"35126","500","TABLET"
"106185","500","TABLET"
"142182","500","TABLET"
"156565","500","TABLET"
"180325","500","TABLET"
"201824","500","TABLET"
"290232","500","TABLET"
"32665","302","POWDER, FOR RECONSTITUTION"
"35204","600","CAPSULE"
"33262","600","CAPSULE"
"4746","500","TABLET"
"290230","500","TABLET"
"4747","500","TABLET"
"32851","500","TABLET"
"93474","500","TABLET"
"107793","500","TABLET"
"32006","500","TABLET"
"166008","500","TABLET"
"197592","500","TABLET"
"207922","500","TABLET"
"4748","500","TABLET"
"36083","500","TABLET"
"35043","500","TABLET"
"93480","500","TABLET"
"107789","500","TABLET"
"77558","500","TABLET"
"28726","500","TABLET"
"153859","500","TABLET"
"169040","500","TABLET"
"188420","500","TABLET"
"207987","500","TABLET"
"197768","500","TABLET"
"199167","500","TABLET"
"4749","247","AEROSOL, SPRAY"
"77124","247","AEROSOL, SPRAY"
"4750","833","POWDER, FOR SOLUTION"
"4751","833","POWDER, FOR SOLUTION"
"4752","833","POWDER, FOR SOLUTION"
"4758","833","POWDER, FOR SOLUTION"
"4759","833","POWDER, FOR SOLUTION"
"4766","805","CREAM"
"32283","805","CREAM"
"102745","805","CREAM"
"213876","805","CREAM"
"4767","307","SYRUP"
"251644","307","SYRUP"
"4768","500","TABLET"
"197966","500","TABLET"
"251639","500","TABLET"
"282550","500","TABLET"
"4774","500","TABLET"
"77318","500","TABLET"
"35122","500","TABLET"
"106649","500","TABLET"
"95693","500","TABLET"
"78807","500","TABLET"
"29809","500","TABLET"
"153856","500","TABLET"
"166007","500","TABLET"
"181222","500","TABLET"
"176041","500","TABLET"
"228124","500","TABLET"
"316343","500","TABLET"
"314148","500","TABLET"
"4775","502","TABLET, COATED"
"282398","502","TABLET, COATED"
"4776","502","TABLET, COATED"
"35124","502","TABLET, COATED"
"31903","502","TABLET, COATED"
"282473","502","TABLET, COATED"
"4781","500","TABLET"
"282399","500","TABLET"
"4782","502","TABLET, COATED"
"285494","502","TABLET, COATED"
"4783","610","CAPSULE, EXTENDED RELEASE"
"85054","610","CAPSULE, EXTENDED RELEASE"
"105036","610","CAPSULE, EXTENDED RELEASE"
"141431","610","CAPSULE, EXTENDED RELEASE"
"198063","610","CAPSULE, EXTENDED RELEASE"
"198065","610","CAPSULE, EXTENDED RELEASE"
"261583","610","CAPSULE, EXTENDED RELEASE"
"4784","610","CAPSULE, EXTENDED RELEASE"
"57961","610","CAPSULE, EXTENDED RELEASE"
"101576","610","CAPSULE, EXTENDED RELEASE"
"32109","610","CAPSULE, EXTENDED RELEASE"
"144789","610","CAPSULE, EXTENDED RELEASE"
"166006","610","CAPSULE, EXTENDED RELEASE"
"188562","610","CAPSULE, EXTENDED RELEASE"
"197740","610","CAPSULE, EXTENDED RELEASE"
"198064","610","CAPSULE, EXTENDED RELEASE"
"261585","610","CAPSULE, EXTENDED RELEASE"
"288477","610","CAPSULE, EXTENDED RELEASE"
"4785","610","CAPSULE, EXTENDED RELEASE"
"85395","610","CAPSULE, EXTENDED RELEASE"
"32649","610","CAPSULE, EXTENDED RELEASE"
"105044","610","CAPSULE, EXTENDED RELEASE"
"32110","610","CAPSULE, EXTENDED RELEASE"
"154001","610","CAPSULE, EXTENDED RELEASE"
"261586","610","CAPSULE, EXTENDED RELEASE"
"319048","610","CAPSULE, EXTENDED RELEASE"
"4786","610","CAPSULE, EXTENDED RELEASE"
"80550","610","CAPSULE, EXTENDED RELEASE"
"93634","610","CAPSULE, EXTENDED RELEASE"
"81317","610","CAPSULE, EXTENDED RELEASE"
"195227","610","CAPSULE, EXTENDED RELEASE"
"261587","610","CAPSULE, EXTENDED RELEASE"
"4789","504","TABLET, FILM COATED"
"79390","504","TABLET, FILM COATED"
"4790","504","TABLET, FILM COATED"
"33270","504","TABLET, FILM COATED"
"137308","504","TABLET, FILM COATED"
"156532","504","TABLET, FILM COATED"
"85578","510","TABLET, EXTENDED RELEASE"
"106208","510","TABLET, EXTENDED RELEASE"
"101561","510","TABLET, EXTENDED RELEASE"
"26352","510","TABLET, EXTENDED RELEASE"
"31997","510","TABLET, EXTENDED RELEASE"
"186364","510","TABLET, EXTENDED RELEASE"
"86814","505","TABLET, MULTILAYER"
"106165","505","TABLET, MULTILAYER"
"101531","505","TABLET, MULTILAYER"
"32007","505","TABLET, MULTILAYER"
"28470","505","TABLET, MULTILAYER"
"207122","505","TABLET, MULTILAYER"
"4796","810","FILM, EXTENDED RELEASE"
"4797","810","FILM, EXTENDED RELEASE"
"90394","810","FILM, EXTENDED RELEASE"
"4798","810","FILM, EXTENDED RELEASE"
"4799","810","FILM, EXTENDED RELEASE"
"4800","500","TABLET"
"181237","500","TABLET"
"224541","500","TABLET"
"236942","500","TABLET"
"266544","500","TABLET"
"324751","500","TABLET"
"4801","500","TABLET"
"106228","500","TABLET"
"236943","500","TABLET"
"324752","500","TABLET"
"4802","500","TABLET"
"197362","500","TABLET"
"236944","500","TABLET"
"324753","500","TABLET"
"33353","510","TABLET, EXTENDED RELEASE"
"101605","510","TABLET, EXTENDED RELEASE"
"101606","510","TABLET, EXTENDED RELEASE"
"33354","510","TABLET, EXTENDED RELEASE"
"202628","500","TABLET"
"28636","246","AEROSOL"
"8523","708","INJECTION, SOLUTION"
"8524","708","INJECTION, SOLUTION"
"8525","708","INJECTION, SOLUTION"
"8534","708","INJECTION, SOLUTION"
"8535","708","INJECTION, SOLUTION"
"8536","708","INJECTION, SOLUTION"
"8537","708","INJECTION, SOLUTION"
"8538","708","INJECTION, SOLUTION"
"8539","708","INJECTION, SOLUTION"
"8540","708","INJECTION, SOLUTION"
"8541","708","INJECTION, SOLUTION"
"8542","708","INJECTION, SOLUTION"
"8543","708","INJECTION, SOLUTION"
"8544","708","INJECTION, SOLUTION"
"8545","708","INJECTION, SOLUTION"
"8546","708","INJECTION, SOLUTION"
"8547","700","INJECTION"
"12159","500","TABLET"
"276502","500","TABLET"
"238111","500","TABLET"
"12198","500","TABLET"
"260188","500","TABLET"
